Title,Price,Location,BuildArea,NoOfBedrooms,NoOfBathrooms
Platino Luxury Condo 3cps 2659sf Gelugor Seaview,RM 1 800 000,Gelugor,2659 sq.ft.,4 Bedrooms,4 Bathrooms
Tropicana 218 Dual Key unit at Jalan Macalister for Sales,RM 1 550 000,Georgetown,1299 sq.ft.,3 Bedrooms,3 Bathrooms
Tanjung Tokong Marina Bay 1100sf 2cp Low Floor,RM 498 000,Tanjong Tokong,1100 sq.ft.,3 Bedrooms,2 Bathrooms
Elit Heights at Bayan Baru for Sales,RM 880 000,Bayan Lepas,1736 sq.ft.,4 Bedrooms,3 Bathrooms
"【CHEAPEST】THE OCEAN VIEW, Karpal Singh Drive,Full Renovated High Floor",RM 450 000,Jelutong,860 sq.ft.,3 Bedrooms,2 Bathrooms
Meritus Residence Fully Furnished with Build in Kitchen Cabinet,RM 500 000,Prai,1023 sq.ft.,3 Bedrooms,2 Bathrooms
Well Maintained Pool View Sri York 1085sf Renovated Georgetown,RM 680 000,Georgetown,1085 sq.ft.,3 Bedrooms,2 Bathrooms
Sri York 1085sf Good Conditions Georgetown 1cp Fully Furnished,RM 680 000,Georgetown,1085 sq.ft.,3 Bedrooms,2 Bathrooms
570sf Jelutong Batu Lanchang Flat Taman Seri Damai Basic Reno,RM 169 900,Jelutong,570 sq.ft.,2 Bedrooms,1 Bathroom
Gurney Paragon Persiaran Gurney 4586sf 3cps Direct Seaview Furnished,RM 4 200 000,Persiaran Gurney,4586 sq.ft.,4 Bedrooms,5 Bathrooms
"Tree Sparina 1130sqft BlockA , partial furnished and well maintain",RM 650 000,Bayan Lepas,1130 sq.ft.,3 Bedrooms,2 Bathrooms
Arte S at Gelugor for Sales,RM 720 000,Gelugor,1400 sq.ft.,3 Bedrooms,2 Bathrooms
Aisa Height at Air Itam for Sales,RM 360 000,Ayer Itam,838 sq.ft.,3 Bedrooms,2 Bathrooms
Solaria Residence at Bayan Lepas for Sales,RM 638 000,Bayan Lepas,1150 sq.ft.,3 Bedrooms,2 Bathrooms
"Queens Residences Q2, Dual Key, 950sf, 2 Rooms, Facing Pool View",RM 950 000,Bayan Lepas,950 sq.ft.,2 Bedrooms,3 Bathrooms
3cps Cheaper Value Buy 5155sf Springtide Residences Tanjung Bungah,RM 3 600 000,Tanjung Bungah,5155 sq.ft.,4 Bedrooms,6 Bathrooms
One imperial cheapest unit ! 2 carpark original !,RM 560 000,Sungai Ara,1180 sq.ft.,3 Bedrooms,3 Bathrooms
"Skycube Residence Condo, 1200sf, 2 car park, Renovated, High Floor.",RM 628 000,Sungai Ara,1200 sq.ft.,3 Bedrooms,2 Bathrooms
Summerton . Original Unit . 2 CP . 1566sqft . Bayan Lepas . Queensbay,RM 650 000,Bayan Lepas,1566 sq.ft.,3 Bedrooms,2 Bathrooms
Eden Seaview . Batu Ferringhi . Fully Furnish . 925sqft . Cheap Worth,RM 320 000,Batu Ferringhi,925 sq.ft.,3 Bedrooms,2 Bathrooms
98 Nibong Residence 1818 Sq.ft Sea view City View Best Buy Bayan Lepas,RM 840 000,Bayan Lepas,1818 sq.ft.,3 Bedrooms,2 Bathrooms
Best Buy !! Marinox Sky Villa 1260sf 2CP Furnished Tanjung Tokong,RM 800 000,Tanjong Tokong,1260 sq.ft.,4 Bedrooms,3 Bathrooms
Iconic Vue . Batu Ferringhi . Original Unit . 850sqft . Hill View,RM 425 000,Batu Ferringhi,850 sq.ft.,3 Bedrooms,2 Bathrooms
Taman Terbilang Seaview Nearby Bagan Ajam Lotus,RM 370 000,Butterworth,1100 sq.ft.,3 Bedrooms,2 Bathrooms
Meritus Residensi Seaview Poolview 2 CAR PARKS near the signature,RM 422 000,Prai,996 sq.ft.,3 Bedrooms,2 Bathrooms
Worth Buy Unit Pinang Palma Laguna,RM 305 000,Seberang Jaya,1010 sq.ft.,4 Bedrooms,2 Bathrooms
RAFFLE RAFFEL TOWER 1600sf RENOVATE FURNISH Gelugor ,RM 1 400 000,Gelugor,1600 sq.ft.,3 Bedrooms,3 Bathrooms
THE LIGHT LINEAR Nicely Renovated 1475sf For Sale Gelugor near Bridge,RM 1 100 000,Gelugor,1475 sq.ft.,3 Bedrooms,3 Bathrooms
PLATINO CONDO 2476sf Morning Sun SEAVIEW 3CARPARKS E-Gate Light Tesco,RM 1 600 000,Gelugor,2476 sq.ft.,4 Bedrooms,5 Bathrooms
RAFFEL TOWER 1600sf Brand New Reno Furnished FREE LEGAL Minden Gelugor,RM 1 188 000,Gelugor,1600 sq.ft.,3 Bedrooms,3 Bathrooms
Worth Buy All Season Park 887SF 2Carpark Fully Furnished/Renovation,RM 525 000,Ayer Itam,887 sq.ft.,3 Bedrooms,2 Bathrooms
Below Market value Palma Pinang Water Park,RM 320 000,Perai,1040 sq.ft.,4 Bedrooms,2 Bathrooms
Relau Indah 800sf Fully Furniture's CORNER Near Bayan Lepas Factory,RM 308 000,Bukit Jambul,800 sq.ft.,3 Bedrooms,2 Bathrooms
Worth unit value Palma Pinang,RM 305 000,Perai,1040 sq.ft.,4 Bedrooms,2 Bathrooms
The Rise Collection 3 1000SF 2Carpark Town view Georgetown 3Room,RM 490 000,Georgetown,1000 sq.ft.,3 Bedrooms,2 Bathrooms
Camellia Park Condo Fully Furnished,RM 455 000,Butterworth,1119 sq.ft.,3 Bedrooms,2 Bathrooms
TAMAN SRI SERI DAMAI WORTH BUY PERAK ROAD JELUTONG Under Market Value,RM 330 000,Jelutong,750 sq.ft.,3 Bedrooms,2 Bathrooms
Ikeano Condominium Near to Vertu Sinaran Vivo,RM 365 000,Batu Kawan,705 sq.ft.,2 Bedrooms,2 Bathrooms
Villa Condo Relau High Floor New Renovated 1 Car Park,RM 388 000,Bayan Lepas,700 sq.ft.,3 Bedrooms,2 Bathrooms
"Telaga Emas Condominium Nice Unit, Butterworth,Penang",RM 460 000,Butterworth,1330 sq.ft.,4 Bedrooms,2 Bathrooms
GURNEY BEACH RESORT 2CP Panoramic Seaview Cozy,RM 2 300 000,Persiaran Gurney,2700 sq.ft.,3 Bedrooms,5 Bathrooms
Permai Ria Apt Seaview unit 1 Fix Carpak Near Tarc College Market,RM 280 000,Tanjong Tokong,700 sq.ft.,3 Bedrooms,2 Bathrooms
I regency for sales 2carpark well maintain unit,RM 600 000,Gelugor,1200 sq.ft.,4 Bedrooms,2 Bathrooms
SERI SEMPADAN-Renovated Well Maintained 1 CP,RM 238 000,Ayer Itam,750 sq.ft.,3 Bedrooms,2 Bathrooms
BUKIT SAUJANA-Ori Pristine Condition Well Maintained Cooling Breeze,RM 190 000,Ayer Itam,800 sq.ft.,3 Bedrooms,2 Bathrooms
Permai Ria Apt [BEST DEAL] at Tanjung Bungah near Azuria Tarc College,RM 270 000,Tanjong Tokong,700 sq.ft.,3 Bedrooms,2 Bathrooms
Taman Green (Green Garden) Paya Terubong 2-Rooms KITCHEN CABINET 1-CP,RM 139 000,Paya Terubong,550 sq.ft.,2 Bedrooms,2 Bathrooms
Quay West Residence Nr Queensbay 2-Rooms 760SF Brand New 1-COVERED C/P,RM 460 000,Batu Uban,760 sq.ft.,2 Bedrooms,1 Bathroom
Grandview Heights Apartment Paya Terubong Near Pasar 3-Rooms 700SF,RM 160 000,Paya Terubong,700 sq.ft.,3 Bedrooms,2 Bathrooms
"Setia Sky Ville at Lorong Slim, 1239sf, 2 car park",RM 870 000,Jelutong,1239 sq.ft.,3 Bedrooms,2 Bathrooms
"Setia Sky Ville at Lorong Slim, 1239sf, 2 car park, Pool View",RM 890 000,Jelutong,1239 sq.ft.,3 Bedrooms,2 Bathrooms
Tree Sparina 1130sqft 2carpark basic furnished good unit!!,RM 630 000,Bayan Lepas,1130 sq.ft.,3 Bedrooms,2 Bathrooms
BAYSWATER Stunning Seaview Corner unit Privacy Comfort Living,RM 820 000,Gelugor,1173 sq.ft.,4 Bedrooms,2 Bathrooms
BAYSWATER Fully Renovated & Furnished Move in Condition,RM 900 000,Gelugor,1173 sq.ft.,3 Bedrooms,2 Bathrooms
The Light Collection I (1)-1582sqft-3 car parks-seaview,RM 1 350 000,Gelugor,1582 sq.ft.,3 Bedrooms,3 Bathrooms
Mewah Court renovated 1 covered car park batu lanchang,RM 328 000,Jelutong,860 sq.ft.,3 Bedrooms,2 Bathrooms
Miami green condominium low floor 1 carpark batu ferringhi,RM 500 000,Batu Ferringhi,1050 sq.ft.,3 Bedrooms,2 Bathrooms
BAYSTAR 2CP Superb Convenience NB FTZ,RM 1 700 000,Bayan Lepas,2495 sq.ft.,3 Bedrooms,2 Bathrooms
"Low Cost Flat Taman Sahabat,Gertak Sanggul Pulau Pinang",RM 142 000,Teluk Kumbar,495 sq.ft.,2 Bedrooms,1 Bathroom
Farlim Cluster House,RM 350 000,Ayer Itam,700 sq.ft.,1 Bedroom,1 Bathroom
Apartment Sinar Bukit Dumbar Jelutong for sale,RM 320 000,Jelutong,700 sq.ft.,3 Bedrooms,2 Bathrooms
HIGH FLOOR! Batu Kawan UTROPOLIS SENSASI Kitchen Reno 2 Lower CARPARKS,RM 328 000,Batu Kawan,500 sq.ft.,1 Bedroom,1 Bathroom
DUAL KEY! UTROPOLIS SENSASI Batu Kawan 2CARPARKS Original WORTH INVEST,RM 468 000,Batu Kawan,726 sq.ft.,3 Bedrooms,2 Bathrooms
BM City l Fully Furnished,RM 410 000,Bukit Mertajam,1174 sq.ft.,3 Bedrooms,3 Bathrooms
Melody Home fully Reno very nice condition,RM 409 000,Ayer Itam,700 sq.ft.,3 Bedrooms,2 Bathrooms
Serina Bay [900sf] 2 Carparks Renovate Seaview Good Condition Jelutong,RM 360 000,Jelutong,900 sq.ft.,3 Bedrooms,2 Bathrooms
Grand View [1300sf] 2 Carparks Renovated Furnish Gurney Tanjong Tokong,RM 488 000,Tanjong Tokong,1300 sq.ft.,3 Bedrooms,2 Bathrooms
Central Park 2600 SF HIGH FLOOR 5 Room LOW DENSE Jelutong CHEAPEST,RM 1 330 000,Jelutong,2600 sq.ft.,5 Bedrooms,4 Bathrooms
I Santorini Condo Full Furnished Renovated Gurney View,RM 600 000,Tanjong Tokong,850 sq.ft.,3 Bedrooms,2 Bathrooms
Taman Hui Aun - Basic Renovated - 700' - 1 Car Park - Ayer Itam Farlim,RM 300 000,Ayer Itam,700 sq.ft.,3 Bedrooms,2 Bathrooms
BL Garden high floor City View Fully Renovated,RM 360 000,Ayer Itam,700 sq.ft.,3 Bedrooms,2 Bathrooms
Platino Condominium - Fully Renovated - 2476' - 3 Car Parks - Gelugor,RM 1 650 000,Gelugor,2476 sq.ft.,4 Bedrooms,3 Bathrooms
Greenlane Heights Block E - 700‘ - Basic Renovated - 1 Car Park,RM 260 000,Greenlane,700 sq.ft.,3 Bedrooms,2 Bathrooms
Green garden at paya Terubong,RM 140 000,Paya Terubong,550 sq.ft.,2 Bedrooms,2 Bathrooms
The Light Waterside Residence l Nicely Renovated l Seaview 3 Car Parks,RM 1 450 000,Gelugor,1249 sq.ft.,3 Bedrooms,2 Bathrooms
Desa Daya Bukit Jambul 1 Car Park Newly Renovated NB Relau,RM 350 000,Bukit Jambul,800 sq.ft.,3 Bedrooms,2 Bathrooms
[FOR SALE] Suasana Ultropolis Batu Kawan Bandar Cassia,RM 530 000,Batu Kawan,926 sq.ft.,2 Bedrooms,2 Bathrooms
GOOD FOR INVEST! Arte-S Arte S [600SF 2ROOMS STUDIO] Gelugor USM LOTUS,RM 550 000,Gelugor,600 sq.ft.,2 Bedrooms,1 Bathroom
Quaywest condo at bayan lepas,RM 500 000,Batu Uban,760 sq.ft.,2 Bedrooms,2 Bathrooms
The Clovers 1598sft Renovated Rm750k furnished and renovated,RM 750 000,Sungai Ara,1598 sq.ft.,3 Bedrooms,3 Bathrooms
Imperial Grande Condominium nice view @Relau.Sungai Ara.,RM 520 000,Bayan Lepas,1000 sq.ft.,3 Bedrooms,2 Bathrooms
Best Buy Sri Abadi 850sf Renovated Low Dense Relau Sungai Ara,RM 288 000,Sungai Ara,850 sq.ft.,3 Bedrooms,2 Bathrooms
2 Carparks Greenlane Park Condominium,RM 600 000,Greenlane,1270 sq.ft.,3 Bedrooms,2 Bathrooms
Bagan Ajam Orange 3 condo 4 bedrooms 2 carpark with balcoy near Lotus,RM 550 000,Butterworth,1516 sq.ft.,4 Bedrooms,2 Bathrooms
3 CAR PARKS!! The Clovers 728sf Fully Renovated HIGH FLOOR Bayan Lepas,RM 450 000,Sungai Ara,728 sq.ft.,2 Bedrooms,1 Bathroom
Meritus Residence Jalan Baru Perai Penang,RM 500 000,Prai,996 sq.ft.,3 Bedrooms,2 Bathrooms
BL Garden high floor Seaview,RM 350 000,Ayer Itam,700 sq.ft.,3 Bedrooms,2 Bathrooms
BL Garden High Floor Nice View Fully Furnished,RM 360 000,Ayer Itam,700 sq.ft.,3 Bedrooms,2 Bathrooms
Worth Buy Unit,RM 335 000,Seberang Jaya,1040 sq.ft.,4 Bedrooms,2 Bathrooms
Quayside Condominium 3 Car Parks Straits Quay Tanjung Tokong NB E&O,RM 3 000 000,Tanjong Tokong,3072 sq.ft.,3 Bedrooms,5 Bathrooms
Shorefront by YTL Georgetown Luxury Condo Lifestyle Living 2214sqft,RM 2 900 000,Georgetown,2214 sq.ft.,3 Bedrooms,4 Bathrooms
Greenlane Heights Block G Duplex Penthouse Island Park 3200sqft,RM 1 180 000,Greenlane,3200 sq.ft.,4 Bedrooms,4 Bathrooms
WATERSIDE RESIDENCE 1055sf Gelugor Renovated Partly Furnish Pool View,RM 844 000,Gelugor,1055 sq.ft.,2 Bedrooms,2 Bathrooms
"Ramah Pavilion (1,250 sqft) sell ",RM 500 000,Bayan Lepas,1250 sq.ft.,3 Bedrooms,2 Bathrooms
TAMAN PEKAKA BLOCK 33 750Sft MEDIUM FLOOR NICE CONDITION | 1 Carpark,RM 350 000,Gelugor,750 sq.ft.,3 Bedrooms,2 Bathrooms
8 GURNEY 5800SF 2CP Reno Furnish JALAN KELAWAI PLAZA PARAGON SETIA V,RM 3 900 000,Georgetown,5800 sq.ft.,5 Bedrooms,5 Bathrooms
Tanjung Court Farlim 800sf At Ayer Itam Fully Furnished 2 Car Parks,RM 320 000,Ayer Itam,800 sq.ft.,3 Bedrooms,2 Bathrooms
Tanjung Indah Apartment - UNDER MARKET VALUE!! Worth to buy or invest,RM 238 000,Butterworth,860 sq.ft.,3 Bedrooms,2 Bathrooms
N Park CORNER UNIT 700sqft 2 CARPARKS Batu Uban,RM 355 000,Batu Uban,700 sq.ft.,3 Bedrooms,2 Bathrooms
Greenlane Park 1270sqft Low Floor Hillview Extra Garden Space CORNER,RM 530 000,Greenlane,1270 sq.ft.,4 Bedrooms,2 Bathrooms
Jay Series 800sqft High Floor 1 Carpark Greenlane Jelutong,RM 380 000,Jelutong,800 sq.ft.,3 Bedrooms,2 Bathrooms
Greenlane Heights Block G Penthouse Duplex 3100sqft Central Island,RM 1 300 000,Greenlane,3100 sq.ft.,6 Bedrooms,4 Bathrooms
Boulevard 936sqft 2 Carparks All Season Place Ayer Itam Farlim,RM 570 000,Ayer Itam,936 sq.ft.,3 Bedrooms,2 Bathrooms
Boulevard 936sqft 2 Carparks Garden View All Season Place Ayer Itam,RM 570 000,Ayer Itam,936 sq.ft.,3 Bedrooms,2 Bathrooms
Boulevard Condominium 2 Carparks 1195sqft CORNER UNIT Ayer Itam,RM 650 000,Ayer Itam,1195 sq.ft.,3 Bedrooms,2 Bathrooms
Taman Lembah Hijau Block 3 CORNER UNIT Greenlane Heights,RM 420 000,Greenlane,700 sq.ft.,2 Bedrooms,2 Bathrooms
Setia Skyville Lifestyle Condo 1239sqft Poolview 2 Carparks Jelutong,RM 870 000,Jelutong,1239 sq.ft.,3 Bedrooms,2 Bathrooms
Penhill Condo A 1100sqft 2 Carparks Bukit Bendera Air Ayer Itam,RM 580 000,Ayer Itam,1100 sq.ft.,3 Bedrooms,2 Bathrooms
Greenlane Heights Block 3 Corner Unit Nice Town View,RM 338 000,Greenlane,700 sq.ft.,3 Bedrooms,2 Bathrooms
One World Condo 1560sf Bayan Baru Near Sunshine/FTZ,RM 588 000,Bayan Lepas,1560 sq.ft.,4 Bedrooms,2 Bathrooms
Summer Place Renovated 1100sf @ Jelutong Karpal Singh Drive,RM 599 000,Georgetown,1100 sq.ft.,3 Bedrooms,2 Bathrooms
Top Choice | Renovated Apartment next to Dim Sum City BM,RM 415 000,Bukit Mertajam,1100 sq.ft.,3 Bedrooms,2 Bathrooms
"[FOR SALE] Casa Anggun Apartment, Bayan Lepas, Penang",RM 470 000,Bayan Lepas,800 sq.ft.,3 Bedrooms,2 Bathrooms
"[FOR SALE] Taman Jade View, Bukit Gambir, Penang",RM 300 000,Gelugor,750 sq.ft.,3 Bedrooms,2 Bathrooms
"[FOR SALE] Wellesley Residences, Jalan Harbour Place, Butterworth, Pg",RM 398 000,Butterworth,1100 sq.ft.,3 Bedrooms,2 Bathrooms
"[FOR SALE] Duplex Penthouse, Pangsapuri Sri Molek, Butterworth",RM 420 000,Butterworth,2568 sq.ft.,5 Bedrooms,4 Bathrooms
"[FOR SALE] Apartment Sinar Bukit Dumbar, Jelutong, Penang",RM 320 000,Jelutong,700 sq.ft.,3 Bedrooms,2 Bathrooms
"[FOR SALE] Meritus Residence, Jalan Baru Perai Penang",RM 500 000,Seberang Perai,996 sq.ft.,3 Bedrooms,2 Bathrooms
"[PANORAMIC VIEW] Forestville Condominium, Byn Lepas, Penang",RM 535 000,Bayan Lepas,1000 sq.ft.,3 Bedrooms,2 Bathrooms
"[FOR SALE] Flat Taman Sahabat, Teluk Kumbar, Penang",RM 142 000,Teluk Kumbar,495 sq.ft.,2 Bedrooms,1 Bathroom
Flat Paya Terubong Untuk Dijual,RM 130 000,Ayer Itam,550 sq.ft.,2 Bedrooms,2 Bathrooms
[ORIGINAL UNIT] Setia Triangle Residence Condominium Byn Lepas Penang,RM 655 000,Bayan Lepas,1259 sq.ft.,3 Bedrooms,2 Bathrooms
Apartment Level 1 Taman Pekaka Block 33 Gelugor,RM 350 000,Gelugor,700 sq.ft.,3 Bedrooms,2 Bathrooms
"Apartment Mutiara Vista, Corner Lot, Jeluto",RM 350 000,Jelutong,646 sq.ft.,3 Bedrooms,2 Bathrooms
The Light Point high floor with bridge view and sea view,RM 2 200 000,Gelugor,2239 sq.ft.,4 Bedrooms,4 Bathrooms
Casa Impian with 2 car parks,RM 420 000,Jelutong,700 sq.ft.,3 Bedrooms,2 Bathrooms
Casa Impian corner unit with balcony,RM 430 000,Jelutong,700 sq.ft.,3 Bedrooms,2 Bathrooms
Tropicana Bay Residence with pool view & City View,RM 880 000,Bayan Lepas,1320 sq.ft.,3 Bedrooms,3 Bathrooms
Desaria Sri Merpati ( 3 bilik ) renovated cheap unit,RM 190 000,Sungai Ara,624 sq.ft.,3 Bedrooms,2 Bathrooms
Desa Singora 700Sf VERY GOOD CONDITION Nr Georgetown Patani Road,RM 360 000,Georgetown,700 sq.ft.,3 Bedrooms,2 Bathrooms
"Saujana Height Apartment,Teluk Kumbar",RM 300 000,Teluk Kumbar,700 sq.ft.,3 Bedrooms,2 Bathrooms
"Apartment Mutiara Vista, Taman Mutiara Vista, Jelutong",RM 280 000,Jelutong,650 sq.ft.,3 Bedrooms,2 Bathrooms
QuayWest 1470Sf BRAND NEW UNIT Nr Bayan Lepas Queen Tropicana Water,RM 1 250 000,Batu Uban,1470 sq.ft.,4 Bedrooms,2 Bathrooms
"Kondominium Mutiara, Bandar Perda",RM 220 000,Bukit Mertajam,700 sq.ft.,3 Bedrooms,2 Bathrooms
The Light Linear-1561sqft -corner unit-2 car parks,RM 1 150 000,Gelugor,1561 sq.ft.,3 Bedrooms,3 Bathrooms
Pinang Emas 650Sf CHEAPEST 100% LOAN Nr Batu Ferringhi Seaview Eden,RM 135 000,Batu Ferringhi,650 sq.ft.,3 Bedrooms,2 Bathrooms
Melody Homes @ Farlim 𝙁𝙍𝙀𝙀𝙃𝙊𝙇𝘿 |𝙎𝘼𝙇𝙀,RM 350 000,Ayer Itam,700 sq.ft.,3 Bedrooms,2 Bathrooms
Iconic Skies Condo @ Relau 𝙁𝙍𝙀𝙀𝙃𝙊𝙇𝘿 |𝙎𝘼𝙇𝙀,RM 730 000,Relau,1483 sq.ft.,3 Bedrooms,3 Bathrooms
98 Nibong Residence 2455SF at Bayan Lepas Queensbay Airport Amarene,RM 1 100 000,Bayan Lepas,2455 sq.ft.,4 Bedrooms,2 Bathrooms
GREENLANE HEIGHT BLOCK C [BESTBUY] Renovated,RM 280 000,Greenlane,700 sq.ft.,3 Bedrooms,2 Bathrooms
PENHILL PERDANA 2CARPARKS [Superdeal] AYER ITAM,RM 580 000,Ayer Itam,1100 sq.ft.,3 Bedrooms,2 Bathrooms
PENHILL PERDANA 2CARPARK [BESTBUY] Ayer Itam ,RM 550 000,Ayer Itam,1100 sq.ft.,3 Bedrooms,2 Bathrooms
Ocean view condominium butterworth,RM 355 000,Butterworth,938 sq.ft.,3 Bedrooms,2 Bathrooms
Arena Residence Worthbuy 3 Car Park 1450sqft Reno Furnish Cheapest,RM 750 000,Bayan Baru,1450 sq.ft.,4 Bedrooms,2 Bathrooms
Cassia Condo located at Raja Uda SALE !!,RM 365 000,Butterworth,1130 sq.ft.,4 Bedrooms,2 Bathrooms
PALM COURT [SUPERDEAL] Tanjung Tokong,RM 290 000,Tanjong Tokong,650 sq.ft.,3 Bedrooms,2 Bathrooms
PALM COURT [SEAVIEW] 700sft TANJUNG TOKONG,RM 240 000,Tanjong Tokong,700 sq.ft.,3 Bedrooms,2 Bathrooms
"Pangsapuri Teluk Air Tawar Indah, Teluk Air Tawar,Butterworth",RM 200 000,Air Tawar,701 sq.ft.,3 Bedrooms,2 Bathrooms
Medan Lumba Kuda Apartment Newly Renovated Unit for Sales,RM 490 000,Georgetown,800 sq.ft.,3 Bedrooms,2 Bathrooms
Desa Palma|Pulau Tikus|1 Car Park,RM 699 000,Pulau Tikus,1050 sq.ft.,3 Bedrooms,2 Bathrooms
GL GARDEN 1Carpark,RM 350 000,Ayer Itam,700 sq.ft.,3 Bedrooms,2 Bathrooms
Mar Vista,RM 420 000,Batu Ferringhi,900 sq.ft.,3 Bedrooms,2 Bathrooms
"[Block 1, 3 bedrooms] Taman Sri Pinang Sungai Pinang",RM 190 000,Georgetown,657 sq.ft.,3 Bedrooms,2 Bathrooms
Quay West Residence_760sqft_2bedrooms_2 covered carparks,RM 530 000,Relau,760 sq.ft.,2 Bedrooms,1 Bathroom
"[3 bedrooms] Block 2C, Medan Angsana, Ayer Itam, Farlim",RM 160 000,Ayer Itam,613 sq.ft.,3 Bedrooms,2 Bathrooms
"Quayside Condominium, Tanjung Tokong, 1132sft",RM 900 000,Tanjong Tokong,1132 sq.ft.,1 Bedroom,1 Bathroom
"Luxury Condo At The Light, Near to the Sea, Good Balcony View Unit.",RM 1 650 000,Gelugor,1862 sq.ft.,4 Bedrooms,4 Bathrooms
98 Nibong Residence 1818SF at Bayan Lepas Queensbay Airport Amarene,RM 950 000,Bayan Lepas,1818 sq.ft.,4 Bedrooms,2 Bathrooms
The Tamarind condo 1372sq ft Corner 2 Fully furnished,RM 1 050 000,Tanjong Tokong,1372 sq.ft.,3 Bedrooms,2 Bathrooms
Tunas Residensi 826sf Bayan Lepas Airport Queensbay Imperial Triangle,RM 370 000,Relau,826 sq.ft.,3 Bedrooms,2 Bathrooms
Tunas Residensi 825sf Bayan Lepas Airport Queensbay Imperial Triangle,RM 378 000,Relau,825 sq.ft.,3 Bedrooms,2 Bathrooms
Tunas Residensi 830sf Bayan Lepas Airport Queensbay Imperial Triangle,RM 385 000,Relau,830 sq.ft.,3 Bedrooms,2 Bathrooms
DESA PERMATA 700sft Farlim Ayer Itam,RM 280 000,Ayer Itam,700 sq.ft.,3 Bedrooms,2 Bathrooms
Quay West Residence_Garden unit_850sqft_2carparks_partially furnished,RM 595 000,Relau,850 sq.ft.,2 Bedrooms,1 Bathroom
Ferringhi Residence 2 (full loan),RM 650 000,Batu Ferringhi,1565 sq.ft.,4 Bedrooms,4 Bathrooms
DESA PERMATA 700sft [BESTBUY],RM 250 000,Ayer Itam,700 sq.ft.,3 Bedrooms,2 Bathrooms
Arena Residence Rare In Market 2 Car Park 1250sqft Cheapest,RM 630 000,Bayan Baru,1250 sq.ft.,3 Bedrooms,2 Bathrooms
DESA PERMATA 700sft FARLIM AYER ITAM,RM 240 000,Ayer Itam,700 sq.ft.,3 Bedrooms,2 Bathrooms
Gurney Paragon l Fully Furnished l Sea View,RM 3 200 000,Persiaran Gurney,2800 sq.ft.,3 Bedrooms,3 Bathrooms
98 Nibong Residence Studio at Bayan Lepas Queensbay Airport Amarene,RM 480 000,Bayan Lepas,650 sq.ft.,1 Bedroom,1 Bathroom
98 Nibong Residence 2455SF at Bayan Lepas Queensbay Airport Amarene,RM 1 300 000,Bayan Lepas,2455 sq.ft.,4 Bedrooms,2 Bathrooms
98 Nibong Residence 1467SF at Bayan Lepas Queensbay Airport Amarene,RM 900 000,Bayan Lepas,1467 sq.ft.,4 Bedrooms,2 Bathrooms
Flat Tmn Terubong Indah (Majestic Height),RM 160 000,Paya Terubong,700 sq.ft.,3 Bedrooms,1 Bathroom
8 Gurney High Floor PRIVATE POOL 10800 SF SEAVIEW Gurney Georgetown,RM 5 700 000,Georgetown,10800 sq.ft.,6 Bedrooms,6 Bathrooms
2 Carparks Fully Furnished SeaView Tower near Penang Sentral Perai FTZ,RM 428 000,Butterworth,1285 sq.ft.,4 Bedrooms,2 Bathrooms
[Q2 - 950sf] Queens Waterfront Residence | 2 Car Park | RARE IN MARKET,RM 920 000,Bayan Lepas,950 sq.ft.,2 Bedrooms,2 Bathrooms
Vista Gambier_1343sf_Renovated_Bukit Gambier,RM 588 000,Gelugor,1343 sq.ft.,3 Bedrooms,2 Bathrooms
"Apartment Teluk Air Tawar Indah (TATI) , Butterworth",RM 190 000,Butterworth,730 sq.ft.,3 Bedrooms,2 Bathrooms
"Pangsapuri Teluk Air Tawar Indah,Butterworth",RM 200 000,Butterworth,701 sq.ft.,3 Bedrooms,2 Bathrooms
"Reflection Condo- Fully Renovated(nr Airport,Solaria,SP, Bayan Lepas)",RM 664 999,Bayan Lepas,1260 sq.ft.,3 Bedrooms,2 Bathrooms
"Reflection Condo-fully renovated(Near Airport,Bayan Lepas,Fiera Vista)",RM 779 999,Bayan Lepas,1512 sq.ft.,4 Bedrooms,3 Bathrooms
Nice Condominium at Palma Laguna | Jalan Baru | Prai |,RM 320 000,Perai,1040 sq.ft.,3 Bedrooms,2 Bathrooms
[1000sf] Queens Waterfront Q2 | Partially Renovated | Sea + Pool View,RM 1 280 000,Bayan Lepas,1000 sq.ft.,2 Bedrooms,2 Bathrooms
Grace Residence 1646Sf Seaview Jelutong 4Rooms,RM 850 000,Jelutong,1646 sq.ft.,4 Bedrooms,3 Bathrooms
Summer Place Condo 1464sqft Seaview Jelutong 4 Rooms,RM 960 000,Jelutong,1464 sq.ft.,4 Bedrooms,3 Bathrooms
3 Residence Condominium Seaview Georgetown 2cp,RM 618 000,Georgetown,851 sq.ft.,3 Bedrooms,2 Bathrooms
Mira Residence 1634sf Direct Seaview Tanjung Bungah Full Reno,RM 1 390 000,Tanjung Bungah,1634 sq.ft.,4 Bedrooms,3 Bathrooms
Raffel Tower 1600sf Seaview Full Renovate Gelugor Bukit Gambier,RM 1 260 000,Gelugor,1600 sq.ft.,3 Bedrooms,3 Bathrooms
Middleton Condo 1409sf Direct Seaview Gelugor Corner,RM 1 150 000,Gelugor,1409 sq.ft.,3 Bedrooms,3 Bathrooms
Greenlane Park Condominium Full Reno Greenlane 860sf,RM 400 000,Greenlane,860 sq.ft.,3 Bedrooms,2 Bathrooms
