,Title,Price,Location,BuildArea,NoOfBedrooms,NoOfBathrooms
242,Apartment Sinar Bukit Dumbar Jelutong for sale,320000.0,22.0,700.0,2.0,1.0
243,HIGH FLOOR! Batu Kawan UTROPOLIS SENSASI Kitchen Reno 2 Lower CARPARKS,328000.0,7.0,500.0,0.0,0.0
244,DUAL KEY! UTROPOLIS SENSASI Batu Kawan 2CARPARKS Original WORTH INVEST,468000.0,7.0,726.0,2.0,1.0
245,BM City l Fully Furnished,410000.0,15.0,1174.0,2.0,2.0
246,Melody Home fully Reno very nice condition,409000.0,2.0,700.0,2.0,1.0
247,Serina Bay [900sf] 2 Carparks Renovate Seaview Good Condition Jelutong,360000.0,22.0,900.0,2.0,1.0
248,Grand View [1300sf] 2 Carparks Renovated Furnish Gurney Tanjong Tokong,488000.0,46.0,1300.0,2.0,1.0
249,Central Park 2600 SF HIGH FLOOR 5 Room LOW DENSE Jelutong CHEAPEST,1330000.0,22.0,2600.0,4.0,3.0
250,I Santorini Condo Full Furnished Renovated Gurney View,600000.0,46.0,850.0,2.0,1.0
251,Taman Hui Aun - Basic Renovated - 700' - 1 Car Park - Ayer Itam Farlim,300000.0,2.0,700.0,2.0,1.0
252,BL Garden high floor City View Fully Renovated,360000.0,2.0,700.0,2.0,1.0
253,Platino Condominium - Fully Renovated - 2476' - 3 Car Parks - Gelugor,1650000.0,19.0,2476.0,3.0,2.0
254,Greenlane Heights Block E - 700‘ - Basic Renovated - 1 Car Park,260000.0,21.0,700.0,2.0,1.0
255,Green garden at paya Terubong,140000.0,28.0,550.0,1.0,1.0
256,The Light Waterside Residence l Nicely Renovated l Seaview 3 Car Parks,1450000.0,19.0,1249.0,2.0,1.0
257,Desa Daya Bukit Jambul 1 Car Park Newly Renovated NB Relau,350000.0,14.0,800.0,2.0,1.0
258,[FOR SALE] Suasana Ultropolis Batu Kawan Bandar Cassia,530000.0,7.0,926.0,1.0,1.0
259,GOOD FOR INVEST! Arte-S Arte S [600SF 2ROOMS STUDIO] Gelugor USM LOTUS,550000.0,19.0,600.0,1.0,0.0
260,Quaywest condo at bayan lepas,500000.0,9.0,760.0,1.0,1.0
261,The Clovers 1598sft Renovated Rm750k furnished and renovated,750000.0,40.0,1598.0,2.0,2.0
262,Imperial Grande Condominium nice view @Relau.Sungai Ara.,520000.0,11.0,1000.0,2.0,1.0
263,Best Buy Sri Abadi 850sf Renovated Low Dense Relau Sungai Ara,288000.0,40.0,850.0,2.0,1.0
264,2 Carparks Greenlane Park Condominium,600000.0,21.0,1270.0,2.0,1.0
265,Bagan Ajam Orange 3 condo 4 bedrooms 2 carpark with balcoy near Lotus,550000.0,18.0,1516.0,3.0,1.0
266,3 CAR PARKS!! The Clovers 728sf Fully Renovated HIGH FLOOR Bayan Lepas,450000.0,40.0,728.0,1.0,0.0
267,Meritus Residence Jalan Baru Perai Penang,500000.0,33.0,996.0,2.0,1.0
268,BL Garden high floor Seaview,350000.0,2.0,700.0,2.0,1.0
269,BL Garden High Floor Nice View Fully Furnished,360000.0,2.0,700.0,2.0,1.0
270,Worth Buy Unit,335000.0,37.0,1040.0,3.0,1.0
271,Quayside Condominium 3 Car Parks Straits Quay Tanjung Tokong NB E&O,3000000.0,46.0,3072.0,2.0,4.0
272,Shorefront by YTL Georgetown Luxury Condo Lifestyle Living 2214sqft,2900000.0,20.0,2214.0,2.0,3.0
273,Greenlane Heights Block G Duplex Penthouse Island Park 3200sqft,1180000.0,21.0,3200.0,3.0,3.0
274,WATERSIDE RESIDENCE 1055sf Gelugor Renovated Partly Furnish Pool View,844000.0,19.0,1055.0,1.0,1.0
275,"Ramah Pavilion (1,250 sqft) sell ",500000.0,11.0,1250.0,2.0,1.0
276,TAMAN PEKAKA BLOCK 33 750Sft MEDIUM FLOOR NICE CONDITION | 1 Carpark,350000.0,19.0,750.0,2.0,1.0
277,8 GURNEY 5800SF 2CP Reno Furnish JALAN KELAWAI PLAZA PARAGON SETIA V,3900000.0,20.0,5800.0,4.0,4.0
278,Tanjung Court Farlim 800sf At Ayer Itam Fully Furnished 2 Car Parks,320000.0,2.0,800.0,2.0,1.0
279,Tanjung Indah Apartment - UNDER MARKET VALUE!! Worth to buy or invest,238000.0,18.0,860.0,2.0,1.0
280,N Park CORNER UNIT 700sqft 2 CARPARKS Batu Uban,355000.0,9.0,700.0,2.0,1.0
281,Greenlane Park 1270sqft Low Floor Hillview Extra Garden Space CORNER,530000.0,21.0,1270.0,3.0,1.0
282,Jay Series 800sqft High Floor 1 Carpark Greenlane Jelutong,380000.0,22.0,800.0,2.0,1.0
283,Greenlane Heights Block G Penthouse Duplex 3100sqft Central Island,1300000.0,21.0,3100.0,5.0,3.0
284,Boulevard 936sqft 2 Carparks All Season Place Ayer Itam Farlim,570000.0,2.0,936.0,2.0,1.0
285,Boulevard 936sqft 2 Carparks Garden View All Season Place Ayer Itam,570000.0,2.0,936.0,2.0,1.0
286,Boulevard Condominium 2 Carparks 1195sqft CORNER UNIT Ayer Itam,650000.0,2.0,1195.0,2.0,1.0
287,Taman Lembah Hijau Block 3 CORNER UNIT Greenlane Heights,420000.0,21.0,700.0,1.0,1.0
288,Setia Skyville Lifestyle Condo 1239sqft Poolview 2 Carparks Jelutong,870000.0,22.0,1239.0,2.0,1.0
289,Penhill Condo A 1100sqft 2 Carparks Bukit Bendera Air Ayer Itam,580000.0,2.0,1100.0,2.0,1.0
290,Greenlane Heights Block 3 Corner Unit Nice Town View,338000.0,21.0,700.0,2.0,1.0
291,One World Condo 1560sf Bayan Baru Near Sunshine/FTZ,588000.0,11.0,1560.0,3.0,1.0
292,Summer Place Renovated 1100sf @ Jelutong Karpal Singh Drive,599000.0,20.0,1100.0,2.0,1.0
293,Top Choice | Renovated Apartment next to Dim Sum City BM,415000.0,15.0,1100.0,2.0,1.0
294,"[FOR SALE] Casa Anggun Apartment, Bayan Lepas, Penang",470000.0,11.0,800.0,2.0,1.0
295,"[FOR SALE] Taman Jade View, Bukit Gambir, Penang",300000.0,19.0,750.0,2.0,1.0
296,"[FOR SALE] Wellesley Residences, Jalan Harbour Place, Butterworth, Pg",398000.0,18.0,1100.0,2.0,1.0
297,"[FOR SALE] Duplex Penthouse, Pangsapuri Sri Molek, Butterworth",420000.0,18.0,2568.0,4.0,3.0
298,"[FOR SALE] Apartment Sinar Bukit Dumbar, Jelutong, Penang",320000.0,22.0,700.0,2.0,1.0
299,"[FOR SALE] Meritus Residence, Jalan Baru Perai Penang",500000.0,38.0,996.0,2.0,1.0
300,"[PANORAMIC VIEW] Forestville Condominium, Byn Lepas, Penang",535000.0,11.0,1000.0,2.0,1.0
301,"[FOR SALE] Flat Taman Sahabat, Teluk Kumbar, Penang",142000.0,50.0,495.0,1.0,0.0
302,Flat Paya Terubong Untuk Dijual,130000.0,2.0,550.0,1.0,1.0
303,[ORIGINAL UNIT] Setia Triangle Residence Condominium Byn Lepas Penang,655000.0,11.0,1259.0,2.0,1.0
304,Apartment Level 1 Taman Pekaka Block 33 Gelugor,350000.0,19.0,700.0,2.0,1.0
305,"Apartment Mutiara Vista, Corner Lot, Jeluto",350000.0,22.0,646.0,2.0,1.0
306,The Light Point high floor with bridge view and sea view,2200000.0,19.0,2239.0,3.0,3.0
307,Casa Impian with 2 car parks,420000.0,22.0,700.0,2.0,1.0
308,Casa Impian corner unit with balcony,430000.0,22.0,700.0,2.0,1.0
309,Tropicana Bay Residence with pool view & City View,880000.0,11.0,1320.0,2.0,2.0
310,Desaria Sri Merpati ( 3 bilik ) renovated cheap unit,190000.0,40.0,624.0,2.0,1.0
311,Desa Singora 700Sf VERY GOOD CONDITION Nr Georgetown Patani Road,360000.0,20.0,700.0,2.0,1.0
312,"Saujana Height Apartment,Teluk Kumbar",300000.0,50.0,700.0,2.0,1.0
313,"Apartment Mutiara Vista, Taman Mutiara Vista, Jelutong",280000.0,22.0,650.0,2.0,1.0
314,QuayWest 1470Sf BRAND NEW UNIT Nr Bayan Lepas Queen Tropicana Water,1250000.0,9.0,1470.0,3.0,1.0
315,"Kondominium Mutiara, Bandar Perda",220000.0,15.0,700.0,2.0,1.0
316,The Light Linear-1561sqft -corner unit-2 car parks,1150000.0,19.0,1561.0,2.0,2.0
317,Pinang Emas 650Sf CHEAPEST 100% LOAN Nr Batu Ferringhi Seaview Eden,135000.0,6.0,650.0,2.0,1.0
318,Melody Homes @ Farlim 𝙁𝙍𝙀𝙀𝙃𝙊𝙇𝘿 |𝙎𝘼𝙇𝙀,350000.0,2.0,700.0,2.0,1.0
319,Iconic Skies Condo @ Relau 𝙁𝙍𝙀𝙀𝙃𝙊𝙇𝘿 |𝙎𝘼𝙇𝙀,730000.0,36.0,1483.0,2.0,2.0
320,98 Nibong Residence 2455SF at Bayan Lepas Queensbay Airport Amarene,1100000.0,11.0,2455.0,3.0,1.0
321,GREENLANE HEIGHT BLOCK C [BESTBUY] Renovated,280000.0,21.0,700.0,2.0,1.0
322,PENHILL PERDANA 2CARPARKS [Superdeal] AYER ITAM,580000.0,2.0,1100.0,2.0,1.0
323,PENHILL PERDANA 2CARPARK [BESTBUY] Ayer Itam ,550000.0,2.0,1100.0,2.0,1.0
324,Ocean view condominium butterworth,355000.0,18.0,938.0,2.0,1.0
325,Arena Residence Worthbuy 3 Car Park 1450sqft Reno Furnish Cheapest,750000.0,10.0,1450.0,3.0,1.0
326,Cassia Condo located at Raja Uda SALE !!,365000.0,18.0,1130.0,3.0,1.0
327,PALM COURT [SUPERDEAL] Tanjung Tokong,290000.0,46.0,650.0,2.0,1.0
328,PALM COURT [SEAVIEW] 700sft TANJUNG TOKONG,240000.0,46.0,700.0,2.0,1.0
329,"Pangsapuri Teluk Air Tawar Indah, Teluk Air Tawar,Butterworth",200000.0,0.0,701.0,2.0,1.0
330,Medan Lumba Kuda Apartment Newly Renovated Unit for Sales,490000.0,20.0,800.0,2.0,1.0
331,Desa Palma|Pulau Tikus|1 Car Park,699000.0,34.0,1050.0,2.0,1.0
332,GL GARDEN 1Carpark,350000.0,2.0,700.0,2.0,1.0
333,Mar Vista,420000.0,6.0,900.0,2.0,1.0
334,"[Block 1, 3 bedrooms] Taman Sri Pinang Sungai Pinang",190000.0,20.0,657.0,2.0,1.0
335,Quay West Residence_760sqft_2bedrooms_2 covered carparks,530000.0,36.0,760.0,1.0,0.0
336,"[3 bedrooms] Block 2C, Medan Angsana, Ayer Itam, Farlim",160000.0,2.0,613.0,2.0,1.0
337,"Quayside Condominium, Tanjung Tokong, 1132sft",900000.0,46.0,1132.0,0.0,0.0
338,"Luxury Condo At The Light, Near to the Sea, Good Balcony View Unit.",1650000.0,19.0,1862.0,3.0,3.0
339,98 Nibong Residence 1818SF at Bayan Lepas Queensbay Airport Amarene,950000.0,11.0,1818.0,3.0,1.0
340,The Tamarind condo 1372sq ft Corner 2 Fully furnished,1050000.0,46.0,1372.0,2.0,1.0
341,Tunas Residensi 826sf Bayan Lepas Airport Queensbay Imperial Triangle,370000.0,36.0,826.0,2.0,1.0
342,Tunas Residensi 825sf Bayan Lepas Airport Queensbay Imperial Triangle,378000.0,36.0,825.0,2.0,1.0
343,Tunas Residensi 830sf Bayan Lepas Airport Queensbay Imperial Triangle,385000.0,36.0,830.0,2.0,1.0
344,DESA PERMATA 700sft Farlim Ayer Itam,280000.0,2.0,700.0,2.0,1.0
345,Quay West Residence_Garden unit_850sqft_2carparks_partially furnished,595000.0,36.0,850.0,1.0,0.0
346,Ferringhi Residence 2 (full loan),650000.0,6.0,1565.0,3.0,3.0
347,DESA PERMATA 700sft [BESTBUY],250000.0,2.0,700.0,2.0,1.0
348,Arena Residence Rare In Market 2 Car Park 1250sqft Cheapest,630000.0,10.0,1250.0,2.0,1.0
349,DESA PERMATA 700sft FARLIM AYER ITAM,240000.0,2.0,700.0,2.0,1.0
350,Gurney Paragon l Fully Furnished l Sea View,3200000.0,32.0,2800.0,2.0,2.0
351,98 Nibong Residence Studio at Bayan Lepas Queensbay Airport Amarene,480000.0,11.0,650.0,0.0,0.0
352,98 Nibong Residence 2455SF at Bayan Lepas Queensbay Airport Amarene,1300000.0,11.0,2455.0,3.0,1.0
353,98 Nibong Residence 1467SF at Bayan Lepas Queensbay Airport Amarene,900000.0,11.0,1467.0,3.0,1.0
354,Flat Tmn Terubong Indah (Majestic Height),160000.0,28.0,700.0,2.0,0.0
355,8 Gurney High Floor PRIVATE POOL 10800 SF SEAVIEW Gurney Georgetown,5700000.0,20.0,10800.0,5.0,5.0
356,2 Carparks Fully Furnished SeaView Tower near Penang Sentral Perai FTZ,428000.0,18.0,1285.0,3.0,1.0
357,[Q2 - 950sf] Queens Waterfront Residence | 2 Car Park | RARE IN MARKET,920000.0,11.0,950.0,1.0,1.0
358,Vista Gambier_1343sf_Renovated_Bukit Gambier,588000.0,19.0,1343.0,2.0,1.0
359,"Apartment Teluk Air Tawar Indah (TATI) , Butterworth",190000.0,18.0,730.0,2.0,1.0
360,"Pangsapuri Teluk Air Tawar Indah,Butterworth",200000.0,18.0,701.0,2.0,1.0
361,"Reflection Condo- Fully Renovated(nr Airport,Solaria,SP, Bayan Lepas)",664999.0,11.0,1260.0,2.0,1.0
362,"Reflection Condo-fully renovated(Near Airport,Bayan Lepas,Fiera Vista)",779999.0,11.0,1512.0,3.0,2.0
363,Nice Condominium at Palma Laguna | Jalan Baru | Prai |,320000.0,30.0,1040.0,2.0,1.0
364,[1000sf] Queens Waterfront Q2 | Partially Renovated | Sea + Pool View,1280000.0,11.0,1000.0,1.0,1.0
365,Grace Residence 1646Sf Seaview Jelutong 4Rooms,850000.0,22.0,1646.0,3.0,2.0
366,Summer Place Condo 1464sqft Seaview Jelutong 4 Rooms,960000.0,22.0,1464.0,3.0,2.0
367,3 Residence Condominium Seaview Georgetown 2cp,618000.0,20.0,851.0,2.0,1.0
368,Mira Residence 1634sf Direct Seaview Tanjung Bungah Full Reno,1390000.0,47.0,1634.0,3.0,2.0
369,Raffel Tower 1600sf Seaview Full Renovate Gelugor Bukit Gambier,1260000.0,19.0,1600.0,2.0,2.0
370,Middleton Condo 1409sf Direct Seaview Gelugor Corner,1150000.0,19.0,1409.0,2.0,2.0
371,Greenlane Park Condominium Full Reno Greenlane 860sf,400000.0,21.0,860.0,2.0,1.0
372,Grandview Condo 1200sf Seaview Full Reno Tanjung Tokong,555000.0,46.0,1200.0,2.0,1.0
373,[ AWARD WINNING ] Taman Skyridge Apartment CHEAPEST Tanjong Tokong,330000.0,46.0,700.0,2.0,1.0
374,The Clovers Duplex Condominium Best price for Sale,1010000.0,40.0,2729.0,4.0,3.0
375,Jazz Residence Direct Seaview 3 Carparks Tanjung Tokong,1300000.0,46.0,1945.0,3.0,2.0
376,Maritime Suite Duplex Karpal Singh Drive Jelutong,790000.0,22.0,980.0,1.0,1.0
377,Marina Bay Condo_1600sf_Tanjong Tokong,780000.0,46.0,1600.0,2.0,1.0
378,Relau Vista Condo Full Reno Relau,348000.0,36.0,750.0,2.0,1.0
379,"D'Piazza Condominium, Bayan Baru (Fully Renovated)",490000.0,10.0,1100.0,2.0,1.0
380,Wellesley Residences (Below Market Value),398000.0,18.0,1100.0,2.0,1.0
381,Baystar condo at bayan lepas quensbay,1250000.0,11.0,1803.0,2.0,2.0
382,Marina Bay for sale,980000.0,46.0,2000.0,2.0,2.0
383,Taman Tanjung Apartment,235000.0,18.0,850.0,2.0,1.0
384,Nautical Bay Condo Butterworth Fully Furnished,718000.0,18.0,2153.0,3.0,2.0
385,2214sf Ground floor Shorefront Condo Georgetown Fully Reno Furnish,2700000.0,20.0,2214.0,2.0,3.0
386,[ BEST BUY ] Skyridge Garden Partially Renovated 1450sf Tanjong Tokong,750000.0,46.0,1450.0,2.0,2.0
387,Idaman lavender 3 at sungai Ara,350000.0,11.0,750.0,2.0,1.0
388,Eden Seaview Renovated Poolview Cheapest Worthbuy,335000.0,6.0,1050.0,2.0,1.0
389,Berjaya Court Condo Pulau Tikus Low Density,719000.0,34.0,1050.0,2.0,1.0
390,Park View Condominium Fully Furnished,299000.0,18.0,883.0,2.0,1.0
391,Apartment Teluk Air Tawar Taman Ratna,110000.0,18.0,848.0,2.0,1.0
392,Setia Triangle 1295sqft Cheapest Below Market Price Near Airport,525000.0,11.0,1295.0,2.0,1.0
393,Bellisa Court Condo Pulau Tikus 1350sf,1080000.0,20.0,1350.0,2.0,1.0
394,The Light Waterside Residence Gelugor,800000.0,19.0,1055.0,1.0,1.0
395,Camelia Park Condo Fully furnished,440000.0,18.0,1108.0,2.0,1.0
396,Quayside Clear Water Bay Condo,468000.0,18.0,1328.0,2.0,1.0
397,Ferringhi Residence 1 Nice Renovated Full Furnished 2Carpark,1150000.0,20.0,1510.0,3.0,3.0
398,Q1 | Queens Waterfront | Unobstructed Seaview | 2 Cp | Partial Reno,1190000.0,11.0,950.0,1.0,1.0
399,1 Sky |1380 sf | Nice View | 2 Cp | Nice Layout | Big Balcony,579500.0,11.0,1380.0,2.0,1.0
400,Camellia Park Condo Fully furnished 2 Car Park,455000.0,18.0,1119.0,2.0,1.0
401,Below Market Price| Bukit Gambier Gelugor Middleton FREEHOLD(FREE SPA),425000.0,19.0,960.0,2.0,1.0
402,Taman Lone Pine Apt 550sf econsave Paya Terubong Air Itam High reno,200000.0,28.0,550.0,1.0,0.0
403,Setia Sky Ville Worthbuy 2 Car Park Pool View Well Maintain,750000.0,22.0,1036.0,2.0,1.0
404,Setia Sky Ville Worthbuy 2 Car Park Free Legal Fee And Lawyer Fee,760000.0,22.0,1036.0,2.0,1.0
405,D'piazza D piazza Condo Renovated And Furnish Unblock View,470000.0,10.0,1100.0,2.0,1.0
406,Summerskye Residence High Floor Airport Seaview N 2nd Penang Bridge,680000.0,11.0,1100.0,2.0,1.0
407,[BEST BUY SEAVIEW UNIT]Eden Seaview Condo FF/Reno 1CP Batu Ferringhi,350000.0,6.0,900.0,2.0,1.0
408,[SEAVIEW]Alila 2 Luxury Condo FF Renovated 2CP Tanjung Bungah,2000000.0,47.0,1945.0,2.0,3.0
409,[SEAVIEW]Alila Horizon Condo FF Renovated 2CP Tanjung Bungah,900000.0,47.0,1356.0,2.0,1.0
410,[BEST BUY]Mira Residence Condo 3CP Original Unit Tanjung Bungah,1340000.0,47.0,1635.0,2.0,1.0
411,[BEST SALE]Eden Seaview Condo FF/Reno Batu Ferringhi Tanjung Bungah,350000.0,6.0,900.0,2.0,1.0
412,[BEST]Jelutong Palace Apt 850sqft High Floor Renovated Jelutong,460000.0,22.0,850.0,2.0,1.0
413,[Full Seaview]Mar Vista Duplex Full Furnish & Renovated Batu Ferringhi,585000.0,6.0,1440.0,2.0,2.0
414,2300sf PENTHOUSE Alpine Tower 4 Bedroom Fully RENO Bukit Jambul,1050000.0,14.0,2300.0,3.0,3.0
415,"White Interior, Low-Dense Fettes Residences nr Lotus's, Straits Quay",1750000.0,46.0,2400.0,3.0,3.0
416,Worth Buy!! Pine Residence 1500SF 2Car Park Air Itam Farlim,650000.0,2.0,1500.0,3.0,1.0
417,Pine Residence 1500SF Full Furnished 2Car Park Air Itam Farlim,600000.0,2.0,1500.0,3.0,1.0
418,"Rare !! Regency Heights, 1270+129sf, Fully Reno & Partly Furnish, 1cp",570000.0,40.0,1270.0,2.0,1.0
419,MENARA GREENVIEW 1280sft GREENLANE HEIGHT,580000.0,21.0,1300.0,2.0,1.0
420,"Grace Residence 1,646sf, Original Condition,",850000.0,22.0,1646.0,2.0,2.0
421,GL GARDEN 1Carpark BL MELODY MARKET,328000.0,2.0,700.0,2.0,1.0
422,GL GARDEN 1 Carpark BL HOMES,350000.0,2.0,800.0,2.0,1.0
423,Elit Height Worthbuy 2 Car Park 1465sqft Cheapest In Market,610000.0,11.0,1465.0,2.0,1.0
424,MELODY HOME 1Carpark Farlim BL,380000.0,2.0,745.0,2.0,1.0
425,"Valencia Residence | Brand New Unit | 2,110sqft",1008000.0,11.0,2110.0,3.0,2.0
426,Maritime Duplex Suite (worthbuy)reno Furnish Jelutong Seaview Cheapest,790000.0,20.0,980.0,1.0,1.0
427,"Grace Residence, Mid Floor, Original Condition, 1,254sf",700000.0,22.0,1254.0,2.0,1.0
428,Under Construction | Brand New unit,1236000.0,19.0,1367.0,2.0,1.0
429,One Foresta Kitchen Seaview Upgrand Brand New Cheapest Rare Unit,450000.0,11.0,850.0,2.0,1.0
430,Elit Height Worthbuy 2 Car Park 1465sqft Seaview High Floor,620000.0,11.0,1465.0,2.0,1.0
431,MELODY HOME 700sft 1CARPARK BL Farlim,380000.0,2.0,700.0,2.0,1.0
432,BL GARDEN 1Carpark MELODY GL Farlim Ayer Itam,320000.0,2.0,700.0,2.0,1.0
433,BL GARDEN 2Carparks 700sft Farlim Melody GL,365000.0,2.0,700.0,2.0,1.0
434,One Foresta WORTHBUY Free Legal Fee On Snp And Loan,430000.0,40.0,900.0,2.0,1.0
435,Fortune court 1034sf Kitchen Reno Air Itam Farlim 1 Carpark,350000.0,2.0,1034.0,2.0,1.0
436,Tunas Residensi Apartment 830sqft 1 carpark Fullr reno furnished,385000.0,36.0,830.0,2.0,1.0
437,Cheapest 2 CAR PARK Palm Palladium Gelugor Minden Gambier,600000.0,19.0,1154.0,2.0,1.0
438,[4 CAR PARK] SETIA SKY VISTA 1419 Sqft Relau City & Mountain View,820008.0,36.0,1419.0,2.0,1.0
439,Kayangan Puri Mutiara Penthouse 6CP FF Renovated Tanjung Tokong,750000.0,46.0,1754.0,2.0,1.0
440,Jade View ffr at Gelugor,280000.0,19.0,700.0,2.0,1.0
441,MELATI APARTMENT [950sf] FULLY FURNISHED RENOVATE EXTEND SG NIBONG 1CP,360000.0,11.0,950.0,2.0,1.0
442,The Naven Condo Condominium,445000.0,15.0,1370.0,2.0,1.0
443,E-park Condominium FULLY RENOVATED near USM Batu Uban,400000.0,9.0,700.0,2.0,1.0
444,"Meridien Residence Penthouse 2,110 sqft Extra Large Unit 2 Carparks",839000.0,11.0,2110.0,3.0,2.0
445,"Park View Tower Full Furnish & Renovate for SALE , Butterworth",350000.0,18.0,883.0,2.0,1.0
446,"City Of Dreams , Tanjung Tokong | Cheaper In Market |",1350000.0,46.0,1135.0,2.0,1.0
447,LEADER GARDEN [1140sf] Fully Renovate 1CP TANJUNG BUNGAH WELL MAINTAIN,480000.0,47.0,1140.0,2.0,1.0
448,CHEAPEAST ! Bukit Dumbar Permai 900sf Fully Reno Jelutong WORTH BUY,470000.0,19.0,900.0,2.0,1.0
449,High Floor 4 bedroom Condo for Sale,490000.0,30.0,1300.0,3.0,1.0
450,"10 Island Resort, Batu Ferringhi 1100SF Renovated Seaview",750000.0,6.0,1100.0,2.0,1.0
451,VISTA GAMBIER 1343sf City SeaView Reno Kitchen 3room 2carpark GELUGOR,650000.0,19.0,1343.0,2.0,1.0
452,RARE IN MARKET All Season Park Winter Tower 856SF 2 CARPARK Renovated,520000.0,2.0,856.0,2.0,1.0
453,Kingfisher 800sqft Hillview Greenlane Heights 1 Carpark,340000.0,20.0,800.0,2.0,1.0
454,BL Garden 2 CARPARKS 700sqft Hillview Farlim Ayer Itam Melody Shoplots,378000.0,2.0,700.0,2.0,1.0
455,"Edge 360 Penthouse (2,843 sqft)",1530000.0,20.0,2842.0,5.0,5.0
456,DESA JELITA [700sf] FULLY FURNISHED RENO 4 ROOM BATU MAUNG 1CP WORTH,285000.0,8.0,700.0,3.0,1.0
457,Orange 3 condo Bagan Ajam Butterworth 1333sqft,440000.0,18.0,1333.0,3.0,1.0
458,"Villa Emas, Ground Floor, Sungai Nibong Queenbays, Facing Garden",468000.0,11.0,900.0,2.0,1.0
459,1 Sky Residence Condominium 2cp,545000.0,11.0,1425.0,2.0,1.0
460,Camellia Park Condo Raja Uda BW / High floor / 2 Car Parks (1119 sf),460000.0,18.0,1119.0,3.0,1.0
461,Sri Impian fully extended Sri ivory,260000.0,2.0,800.0,2.0,1.0
462,Kota emas high floor lorong seremban for sale,380000.0,22.0,900.0,2.0,1.0
463,[Prime Location] Raja Uda Pangsapuri Seri Cemerlang For Sale,278000.0,18.0,900.0,2.0,1.0
464,Jay Series Near Greenlane renovated,380000.0,22.0,850.0,2.0,1.0
465,Tri Pinnacle condo Original unit Tanjung Tokong,430000.0,46.0,900.0,2.0,1.0
466,Setia Pinnacle Hill View 2 Car Park 1314Sqft Cheapest In Market,660000.0,40.0,1314.0,2.0,1.0
467,Sunny Ville 1100sft FFR Gelugor,450000.0,9.0,1100.0,2.0,1.0
468,Artis 3 condo 4 carparks at Jelutong Near Grace Residence,880000.0,22.0,1250.0,2.0,1.0
469,Skycube Residence 1250sqft With 2 Balcony Reno Furnish Good Condition,600000.0,40.0,1250.0,2.0,1.0
470,Skycube Residence 1250Sqft 2 Balcony City View Middle Floor,595000.0,40.0,1250.0,2.0,1.0
471,"10 Island Resort, 1100SF 2 Car Parks High Floor BEST BUY",750000.0,6.0,1100.0,2.0,1.0
472,"10 Island Resort, 1100SF Low Floor Renovated & Furnished SEAVIEW",650000.0,6.0,1100.0,2.0,1.0
473,"Desa Airmas 2 car park Cheapest , Sungai Dua near USM, Tesco",505000.0,19.0,1000.0,2.0,1.0
474,Gardens Ville 2 Car Park Renovated Cheapest In Market Rare,500000.0,40.0,1120.0,2.0,1.0
475,Gt2 Golden Triangle 2 Reno Furnish Cheapest In Market Rare,630000.0,36.0,1168.0,2.0,1.0
476,[NICE VIEW] Orchard Ville High Floor 1080sf Near Airport Bayan Lepas,520000.0,11.0,1080.0,2.0,1.0
477,The Shorefront - Luxury Renovation - Fully Furnished - 2 Carparks,2600000.0,20.0,1500.0,2.0,3.0
478,Queens Waterfront Queens Residence Well Maintain Cheapest In Market,880000.0,11.0,950.0,1.0,1.0
479,Sri Ivory full renovated 700sf best buy high floor farlim ayer itam,220000.0,2.0,750.0,2.0,1.0
480,Strait Quay Condominium (For Sale),2580000.0,46.0,2101.0,3.0,3.0
481,The View Condominium (For Sale),1000000.0,19.0,2088.0,3.0,4.0
482,Skycube Residence With Balcony Reno Pool View 1200Sqft Good Condition,628000.0,40.0,1200.0,2.0,1.0
483,[ Waterside Residence ] Gelugor Condo Pool View Renovate Furnished,845000.0,19.0,1055.0,1.0,1.0
484,Artis 3 At Jelutong 1 Car Park,478000.0,22.0,700.0,1.0,0.0
485,Best Buy The Rise Collection 2 ORI UNIT 800sf 2 Carpark Georgetown,370000.0,20.0,800.0,2.0,1.0
486,Best Buy The Rise Collection 3 ORI UNIT 1000sf HIGH FLOOR Georgetown,460000.0,20.0,1000.0,2.0,1.0
487,Vista Condo . 1 Car Park . Renovated .Well Maintain . Relau . BEST BUY,260000.0,11.0,700.0,2.0,1.0
488,Taman Seri Damai Apartment | Lebuhraya Batu Lancang | Jelutong,335000.0,22.0,743.0,2.0,1.0
489,Quaywest Residence Quay West Rare In Market Seaview 1219sft High Floor,848000.0,9.0,1219.0,2.0,1.0
490,Quaywest Residence Quay West 760sf Upgrade Unit With Tiles Cheapest,460000.0,9.0,760.0,1.0,0.0
491,Quaywest Residence Quay West Seaview And Pool View 1219sqft Brand New,830000.0,9.0,1219.0,2.0,1.0
492,Setia Triangle 1295sqft Bayan Lepas near airport tree sparina solaria,525000.0,11.0,1295.0,2.0,1.0
493,"PALM PALLADIUM for sale ,bu 1359sf , GOOD BUY !!!!",675000.0,19.0,1359.0,3.0,1.0
494,Novus Condominium Nice Seaview1155sqft Middle Floor,680000.0,11.0,1155.0,2.0,1.0
495,Novus Condominium 2 Car Park 1155Sqft Cheapest Sungai Nibong,620000.0,11.0,1155.0,2.0,1.0
496,Sea View Tower | 4 Bedrooms | Fully Furnished | Butterworth,380000.0,18.0,1285.0,3.0,1.0
497,Woodsbury Suites | Fully Furnished | Harbour Place | Butterworth,400000.0,18.0,750.0,1.0,0.0
